gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
RPLP0	1608347	225	59	1060557	318027	0	2	1	0	50	157	22226865	9.951839e-01	1
VASN	754886	161	41	2052932	785494	0	3	4	0	10	42	6921874	9.951933e-01	1
BAG1	856503	167	38	1154891	335773	0	1	0	0	2	1	602897	9.951965e-01	1
ECSIT	1152381	272	31	1457507	397417	0	6	3	0	8	30	3579555	9.952005e-01	1
PRSS33	1717244	210	42	892437	316626	0	2	3	0	50	261	31621504	9.952007e-01	1
ILKAP	388991	248	29	1351031	362392	0	6	1	0	1	4	740662	9.952013e-01	1
ASCL3	548433	243	21	598227	175125	0	1	3	0	5	19	1910030	9.952017e-01	1
PPP2R1A	478211	896	-38	1964202	594024	0	7	6	0	12	60	6679501	9.952103e-01	1
TMEM104	1005466	320	19	1642906	496421	0	9	9	0	6	38	3994251	9.952117e-01	1
MMP2	129512	538	-28	2260280	592156	0	15	8	0	8	65	5053874	9.952128e-01	1
SELV	1148741	322	25	1077369	411894	0	2	3	0	17	56	7742393	9.952190e-01	1
GYPC	176465	753	-3	439447	119552	0	1	2	0	8	36	2180423	9.952193e-01	1
SLC36A3	871795	530	57	1714357	493619	0	12	6	0	3	28	2009034	9.952252e-01	1
KLHL36	567037	187	33	2018374	597293	0	6	4	0	8	33	5051072	9.952282e-01	1
FJX1	629751	396	-15	1340757	500157	0	1	0	0	0	0	500157	9.952328e-01	1
SCARB1	1090766	206	35	1863797	515101	0	7	4	0	14	54	5824424	9.952343e-01	1
PEX13	635177	350	33	1323478	394148	0	2	1	0	37	155	28560319	9.952350e-01	1
SLC24A2	493733	635	-12	2215915	619709	0	13	8	0	8	58	4218411	9.952368e-01	1
CDC14B	351543	349	27	1787676	453924	0	6	5	0	5	25	3507637	9.952395e-01	1
ZSCAN2	341520	263	32	2158941	551994	0	7	6	0	3	9	1800752	9.952484e-01	1
ACP5	1152381	272	31	1059623	330169	0	2	1	0	9	30	4303405	9.952504e-01	1
FKBP5	668286	238	27	1674662	384808	0	15	6	0	4	46	3473546	9.952515e-01	1
NUP153	474858	267	12	4867074	1454238	0	18	5	0	0	5	1454238	9.952530e-01	1
ZNF239	310244	585	-36	1556044	378737	0	22	10	0	1	13	686023	9.952533e-01	1
CKM	1280459	215	23	1296392	348382	0	7	5	0	5	27	3063520	9.952556e-01	1
LILRB5	717623	458	-6	1955329	600095	0	27	13	0	4	43	2508724	9.952589e-01	1
EN2	267699	599	-4	1057755	351651	0	1	0	0	4	5	1209997	9.952618e-01	1
PSPN	943949	407	31	483812	180262	0	1	0	0	0	0	180262	9.952636e-01	1
CCNG1	226025	696	12	1005451	269459	0	1	0	0	9	19	3784101	9.952737e-01	1
ALKBH1	455772	384	47	1308534	364260	0	8	6	0	28	187	15677190	9.952814e-01	1
COX6A2	839076	558	11	325499	103207	0	1	0	0	3	46	2916415	9.952838e-01	1
NOC4L	608356	528	26	1735839	521172	0	5	3	0	1	5	1224474	9.952839e-01	1
PTPRD	15780	1275	-26	6528193	1799351	0	126	44	0	3	63	2838893	9.952845e-01	1
CCDC110	173409	422	20	2876720	665008	0	11	3	0	8	36	4952535	9.952879e-01	1
ADAMTS13	1843278	263	33	4716700	1442096	0	22	12	0	6	46	4484601	9.952886e-01	1
THAP9	778608	268	42	3021023	800905	0	6	2	0	7	22	5488184	9.952916e-01	1
FBXL13	720636	510	30	2545617	645861	0	19	10	0	1	19	1804955	9.952934e-01	1
BDP1	365874	516	16	8904756	2341071	0	29	9	0	5	19	5160817	9.952939e-01	1
ABCF3	1460188	257	49	2410187	686023	0	11	6	0	50	236	27186872	9.952975e-01	1
GDI1	2277674	NaN	40	1536430	402554	0	4	1	0	8	29	3220899	9.953026e-01	1
HABP4	354931	349	36	1378117	401153	0	2	0	0	0	0	401153	9.953069e-01	1
DYRK4	276521	874	24	1791879	459528	0	19	6	0	5	44	2986932	9.953082e-01	1
DDX26B	236195	NaN	25	2912212	800438	0	17	6	0	0	6	800438	9.953122e-01	1
HOXA4	356045	385	28	1018527	339042	0	5	2	0	4	19	1716692	9.953177e-01	1
TYMP	1075525	207	42	1556511	535182	0	1	0	0	2	3	1370178	9.953192e-01	1
IRS1	146164	493	-3	3966231	1266504	0	9	4	0	2	13	2599789	9.953216e-01	1
GSTO2	293891	376	8	833595	219957	0	1	0	0	1	1	431975	9.953238e-01	1
MAP9	44097	944	-5	2274757	521639	0	17	4	0	0	4	521639	9.953297e-01	1
NDUFS2	728669	234	37	1599942	448320	0	3	1	0	1	7	1323478	9.953304e-01	1
ARPC1B	903923	263	51	1275377	342778	0	4	4	0	12	71	8480253	9.953434e-01	1
NXF1	2405109	248	44	2199103	593090	0	9	4	0	8	33	3929805	9.953436e-01	1
HHLA3	296134	396	5	552461	107410	0	1	1	0	35	263	21153699	9.953440e-01	1
RIPK3	897133	265	40	1730702	501091	0	14	6	0	4	57	4737715	9.953462e-01	1
C2orf44	243145	226	33	2359751	691627	0	8	3	0	7	15	2306513	9.953471e-01	1
PPEF1	141559	NaN	17	2278960	553862	0	8	3	0	1	5	994710	9.953515e-01	1
GYS2	510830	830	-17	2406918	636054	0	35	11	0	0	11	636054	9.953604e-01	1
NCOA5	595034	381	53	1917035	559933	0	11	7	0	2	11	1215601	9.953851e-01	1
PDE3B	364855	539	-14	3705645	1056354	0	11	2	0	2	7	1737707	9.953960e-01	1
FARSB	267637	308	18	2030049	542187	0	10	2	0	2	9	1153490	9.953976e-01	1
PPM1F	471638	379	52	1495334	456259	0	3	3	0	7	16	2932293	9.953983e-01	1
GPX2	521616	387	35	631851	179328	0	1	1	0	50	245	27739333	9.954013e-01	1
DEFB116	562665	594	-29	353052	84060	0	12	5	0	1	8	162049	9.954062e-01	1
MDM4	420144	185	39	1691474	428239	0	3	1	0	14	53	9078947	9.954069e-01	1
SIX3	133317	566	23	1057288	347915	0	2	2	0	43	183	23725001	9.954085e-01	1
HAGH	1604603	288	36	1033938	309621	0	3	1	0	19	115	13433255	9.954131e-01	1
MED16	2168802	198	28	2882791	891503	0	16	5	0	0	5	891503	9.954136e-01	1
NPAS2	339144	406	14	2800599	778956	0	21	8	0	3	19	1948791	9.954139e-01	1
GPATCH8	1121044	166	30	4937591	1421548	0	30	15	0	13	52	6227912	9.954235e-01	1
ADAM9	389317	428	22	2835157	731789	0	7	4	0	11	26	5271496	9.954318e-01	1
ZEB2	56402	621	16	4102595	1054486	0	19	5	0	0	5	1054486	9.954330e-01	1
TMPRSS11E	108503	748	7	1450035	385275	0	28	8	0	0	8	385275	9.954335e-01	1
NCR1	840563	573	-15	1031603	286738	0	21	12	0	7	151	4588742	9.954362e-01	1
CYYR1	345442	626	-75	519304	148973	0	17	6	0	0	6	148973	9.954370e-01	1
PNLDC1	652619	453	26	1831107	459528	0	16	7	0	5	30	1973542	9.954373e-01	1
CCDC125	434060	261	49	1799351	411427	0	4	3	0	25	98	12076153	9.954395e-01	1
TBC1D2	490665	254	52	3029896	895706	0	9	6	0	35	110	16185753	9.954400e-01	1
EIF3E	187290	965	6	1570054	374534	0	6	2	0	4	22	2178088	9.954450e-01	1
RNF139	472766	476	28	2173885	626714	0	4	3	0	15	49	7155841	9.954485e-01	1
GPRIN3	108672	672	-1	2494714	771017	0	23	10	0	1	18	1434157	9.954544e-01	1
FOXC2	47545	445	10	1603678	511832	0	5	3	0	4	26	4091854	9.954559e-01	1
ZNF45	464210	419	-38	2320056	573009	0	7	1	0	0	1	573009	9.954588e-01	1
DEF8	1056657	221	35	1829706	502959	0	6	4	0	20	61	7775550	9.954632e-01	1
TSPAN5	217859	797	12	934000	235835	0	4	2	0	4	24	2386837	9.954658e-01	1
LGALS3BP	632955	177	28	1912832	578146	0	8	8	0	10	24	2773513	9.954805e-01	1
EFNA2	2214581	234	29	699566	216688	0	1	1	0	26	133	15071958	9.954813e-01	1
ALMS1	777501	590	22	13698978	3942414	0	71	21	0	1	30	4977753	9.954816e-01	1
DLL3	1410725	230	39	1981948	672947	0	8	7	0	50	358	36343808	9.954834e-01	1
MAGI3	369997	623	2	5038463	1375315	0	18	7	0	2	7	1667190	9.954852e-01	1
LGR5	250555	516	-34	3038769	875625	0	30	14	0	1	17	1182911	9.954865e-01	1
FOXD4L5	NaN	NaN	NaN	1313204	439447	0	12	5	0	0	5	439447	9.954954e-01	1
SLCO4C1	36388	870	-5	2428400	686023	0	35	11	0	0	11	686023	9.954969e-01	1
SMOC1	607548	307	41	1489263	404889	0	25	8	0	0	8	404889	9.954970e-01	1
GNB2	1884430	247	60	1155358	328301	0	3	2	0	22	106	12961585	9.955047e-01	1
ALG9	437477	182	28	2108972	578146	0	4	1	0	0	1	578146	9.955121e-01	1
OXCT1	109769	687	11	1791412	488015	0	7	3	0	4	17	1897421	9.955296e-01	1
SP1	1707021	145	57	2551688	782692	0	5	3	0	3	12	2182291	9.955318e-01	1
IRAK1	2355024	NaN	25	2334066	738327	0	6	3	0	12	59	10268863	9.955355e-01	1
PSMD7	459751	433	-7	1117531	282068	0	4	3	0	6	46	3835471	9.955357e-01	1
WDYHV1	544059	225	35	724317	169521	0	1	2	0	28	124	14791758	9.955408e-01	1
MIER1	331801	635	-9	2167814	498289	0	5	0	0	4	8	1848853	9.955510e-01	1
YTHDF2	818065	208	30	1927309	538451	0	6	2	0	21	134	15735098	9.955558e-01	1
STARD7	850399	251	48	1258098	340443	0	2	1	0	9	44	8742240	9.955581e-01	1
HNRNPAB	672705	448	46	1151622	292809	0	2	0	0	12	58	8672190	9.955587e-01	1
FBL	1289328	526	23	1073166	327834	0	3	2	0	8	48	5544224	9.955688e-01	1
CHN1	389626	701	12	1599008	401620	0	8	5	0	4	29	2579708	9.955688e-01	1
CDCA3	2822601	232	32	884498	274129	0	2	2	0	2	9	1235215	9.955733e-01	1
KIAA0368	366471	419	28	6832677	1929177	0	18	8	0	1	9	2436339	9.955855e-01	1
KCTD10	434920	420	38	1060090	296078	0	2	1	0	1	2	538918	9.955920e-01	1
STOX2	169045	458	-14	3038769	874224	0	18	9	0	2	18	1980547	9.955997e-01	1
OR6S1	709113	577	11	1048882	346514	0	14	8	0	2	11	636988	9.956051e-01	1
C1GALT1C1	388105	NaN	7	1085775	266190	0	3	1	0	16	80	9678108	9.956098e-01	1
SEC24A	899027	175	40	3665950	1055420	0	11	5	0	1	5	1220738	9.956141e-01	1
PRPF38A	815523	448	26	1092780	273195	0	1	1	0	11	40	6680435	9.956152e-01	1
IPO7	566709	145	21	3614580	886833	0	11	3	0	0	3	886833	9.956155e-01	1
OR5K3	416592	885	-4	1060090	291875	0	15	8	0	8	100	4797958	9.956164e-01	1
DEAF1	1774224	236	57	1871269	569273	0	8	5	0	1	12	1475720	9.956237e-01	1
MRPL28	1549307	207	37	860681	247510	0	1	2	0	50	284	34048503	9.956238e-01	1
AHSA1	504548	359	47	1167033	302616	0	4	4	0	8	48	3205021	9.956294e-01	1
ADAMTS3	70065	633	-15	4127346	1061958	0	21	11	0	2	16	2042191	9.956294e-01	1
ZNF281	264057	431	9	2952374	819118	0	7	1	0	2	4	1468248	9.956323e-01	1
TRIM32	68232	682	-15	2106637	651932	0	4	1	0	1	5	1188048	9.956329e-01	1
MAP3K8	81826	185	39	1576125	430107	0	6	6	0	4	21	2412522	9.956350e-01	1
FAM109B	1321127	363	65	835463	262921	0	1	1	0	8	15	2325660	9.956357e-01	1
C1QL1	1037808	191	34	823788	270393	0	2	2	0	21	113	10266528	9.956368e-01	1
SGTA	1354357	291	25	1098851	282535	0	2	2	0	9	33	4615828	9.956378e-01	1
SPEF2	140884	598	-5	6314307	1578927	0	107	36	0	1	39	1870335	9.956452e-01	1
PITRM1	266524	438	16	3573017	938203	0	7	2	0	0	2	938203	9.956511e-01	1
ZNF804A	18097	1171	4	4040017	1062425	0	133	35	0	1	44	1473385	9.956518e-01	1
KCNG2	323907	509	-22	1436492	530512	0	9	5	0	12	133	13359936	9.956542e-01	1
PER3	370145	415	23	4035814	1128272	0	17	9	0	4	20	2876720	9.956543e-01	1
USP13	361278	589	12	2978993	767281	0	8	2	0	3	9	2163144	9.956568e-01	1
CCDC65	1696692	214	56	1666256	411427	0	5	4	0	14	47	6418915	9.956608e-01	1
CLDN11	372782	377	30	663140	222292	0	6	4	0	4	47	2312584	9.956645e-01	1
SMARCAL1	590685	384	31	3194747	911584	0	14	8	0	9	26	3582824	9.956684e-01	1
TEAD1	339042	432	-1	1481324	375001	0	5	4	0	14	63	7560730	9.956721e-01	1
SLC9A8	649593	165	52	1981948	548258	0	4	3	0	32	72	13707384	9.956730e-01	1
CMTM1	777342	214	9	940538	285337	0	2	3	0	8	32	4302471	9.956758e-01	1
SVOPL	256342	480	9	1655048	495487	0	20	11	0	1	16	1092780	9.956760e-01	1
ATF4	721040	467	72	1168901	324565	0	10	4	0	1	4	463731	9.956802e-01	1
C9orf129	439538	426	41	652399	198008	0	4	4	0	1	8	478208	9.956849e-01	1
PRR21	315906	569	21	1198789	438980	0	1	0	0	0	0	438980	9.956855e-01	1
CATSPER4	896535	217	30	1603211	433843	0	21	9	0	1	21	1151622	9.956884e-01	1
BAZ1A	615028	184	24	5326135	1363640	0	16	4	0	2	13	3103215	9.956891e-01	1
SLC2A1	918944	334	35	1613952	508563	0	6	7	0	4	48	4706893	9.956905e-01	1
GRIN3A	111816	1063	-27	3671087	1064293	0	70	29	0	5	206	7431838	9.956955e-01	1
NT5C2	562038	150	47	1968405	488949	0	3	0	0	0	0	488949	9.956984e-01	1
RBM12	1423559	169	53	2988333	938670	0	16	7	0	14	59	6851357	9.957013e-01	1
NODAL	550900	338	42	1137612	339042	0	5	1	0	0	1	339042	9.957104e-01	1
LCLAT1	140581	648	21	1422015	355854	0	5	1	0	0	1	355854	9.957177e-01	1
PCSK7	431523	199	41	2636215	751403	0	10	4	0	1	13	1810092	9.957216e-01	1
GABRG2	8332	869	-14	1760123	464665	0	34	11	0	2	48	1512146	9.957232e-01	1
SFXN5	453374	421	27	1159094	346981	0	8	5	0	1	5	480076	9.957251e-01	1
RGPD8	NaN	NaN	NaN	5957519	1591069	0	12	4	0	1	4	2112241	9.957275e-01	1
SLC30A2	748547	221	31	1245022	361925	0	2	2	0	36	89	15632825	9.957279e-01	1
PKNOX2	412479	731	16	1606480	437579	0	10	4	0	1	4	540786	9.957323e-01	1
VPS53	486092	514	7	2858040	778956	0	7	2	0	0	2	778956	9.957362e-01	1
OR2C1	1361831	303	29	998446	322697	0	12	7	0	1	13	717779	9.957384e-01	1
ALG5	176745	650	16	1116597	302616	0	4	4	0	13	53	5548894	9.957417e-01	1
OR5K2	390532	796	2	1030669	300281	0	8	4	0	2	9	892437	9.957476e-01	1
FLOT1	2157341	147	43	1457974	408158	0	3	4	0	9	25	4176848	9.957542e-01	1
CHDH	475623	578	42	1943187	596826	0	9	4	0	10	53	5837500	9.957586e-01	1
LSM11	243382	987	31	1139013	397884	0	2	2	0	20	68	9948968	9.957688e-01	1
GGCT	624959	400	36	646795	164384	0	1	0	0	9	48	4750324	9.957713e-01	1
CCDC86	794900	522	47	1158160	375935	0	4	2	0	5	26	3141976	9.957720e-01	1
FAM72A	783744	442	11	520238	127024	0	1	1	0	34	164	13859626	9.957753e-01	1
UBE2D3	380953	471	41	627648	151308	0	2	1	0	35	249	22545359	9.957822e-01	1
C10orf88	282374	619	13	1493933	408625	0	3	3	0	2	9	1310402	9.957827e-01	1
PDPR	1339196	137	19	2986932	806976	0	15	12	0	4	17	1796549	9.957873e-01	1
CARNS1	1269888	177	51	2986465	1061024	0	4	2	0	4	5	2103835	9.957876e-01	1
HLA-DOB	1373102	417	37	919523	262921	0	2	0	0	0	0	262921	9.957925e-01	1
UPK1B	222933	588	0	908315	227896	0	4	3	0	3	19	1850254	9.957927e-01	1
DENND4C	499163	277	13	5685258	1504674	0	9	4	0	5	13	4188990	9.957993e-01	1
SCARF2	606391	351	4	2810406	906447	0	8	2	0	0	2	906447	9.958125e-01	1
FKRP	1166804	224	36	1532227	558065	0	4	3	0	24	77	10345918	9.958144e-01	1
UGT1A10	NaN	NaN	NaN	1767128	489883	0	19	5	0	0	5	489883	9.958215e-01	1
RBM27	394957	229	31	3579555	991908	0	16	7	0	0	7	991908	9.958227e-01	1
AHI1	152087	422	29	4224482	1029268	0	7	2	0	0	2	1029268	9.958239e-01	1
RRAGB	59904	NaN	23	1307133	325032	0	4	3	0	16	95	8602607	9.958315e-01	1
LMBRD1	42273	983	-2	1870802	487081	0	6	2	0	2	5	860681	9.958353e-01	1
TRAF6	98751	412	-8	1782072	449721	0	6	1	0	5	30	3171397	9.958380e-01	1
SENP1	457498	255	30	2236930	565070	0	12	3	0	0	3	565070	9.958437e-01	1
ZNF141	427337	756	5	1630764	385275	0	5	1	0	13	39	5850109	9.958486e-01	1
ALG2	203560	410	37	1344026	417031	0	8	5	0	2	6	781291	9.958496e-01	1
SLC2A14	149291	305	14	1727433	518370	0	17	14	0	2	20	1006385	9.958543e-01	1
ZNF608	39167	575	14	4981022	1422949	0	18	6	0	0	6	1422949	9.958645e-01	1
RUVBL1	834133	419	46	1550440	426371	0	2	2	0	2	8	2044059	9.958663e-01	1
EPM2AIP1	392784	473	21	1988486	566938	0	2	0	0	0	0	566938	9.958668e-01	1
OTX2	191584	1012	-7	976030	287672	0	16	8	0	1	22	898508	9.958684e-01	1
RHOQ	595763	213	36	699099	189135	0	2	1	0	41	270	23038978	9.958720e-01	1
HOOK1	59567	747	-3	2583444	598227	0	14	3	0	3	9	1564450	9.958799e-01	1
SNRNP35	1090769	424	50	830793	236769	0	2	2	0	7	37	3676224	9.958832e-01	1
ZBTB48	628180	259	38	2309782	644927	0	3	3	0	2	6	1548105	9.958834e-01	1
PPOX	728669	234	37	1568653	510431	0	2	2	0	17	43	8771661	9.958857e-01	1
TPD52L2	1140529	206	40	787362	224160	0	2	0	0	0	0	224160	9.959036e-01	1
FAM153C	961008	363	32	426371	101806	0	1	1	0	20	157	12328333	9.959086e-01	1
RLN2	385172	605	16	744398	190069	0	1	0	0	5	11	1634033	9.959098e-01	1
ETHE1	416043	209	-10	849940	258251	0	1	1	0	5	18	2747361	9.959104e-01	1
PARP6	1129780	260	47	2193032	576745	0	13	4	0	29	216	20872565	9.959118e-01	1
TRIM43	394116	611	16	1538765	373600	0	7	4	0	1	4	563669	9.959144e-01	1
RPGRIP1L	248316	406	-15	4554184	1122668	0	20	5	0	7	13	2565231	9.959174e-01	1
ADO	176901	852	32	853676	285337	0	1	2	0	30	144	17706305	9.959193e-01	1
SLC22A11	1970283	411	54	1790478	575811	0	11	10	0	16	129	9851365	9.959226e-01	1
SH3GLB2	1517799	203	29	1334219	386209	0	1	4	0	12	29	6625796	9.959262e-01	1
TMEM108	418705	773	10	1813361	635587	0	22	11	0	0	11	635587	9.959273e-01	1
MBD5	119685	955	7	4902099	1431822	0	63	22	0	0	22	1431822	9.959320e-01	1
ZNF283	464802	286	11	2330330	547324	0	13	2	0	2	8	1233814	9.959372e-01	1
CYP1B1	716797	384	25	1747514	548725	0	5	2	0	3	18	3300289	9.959378e-01	1
NEK11	312654	797	12	2317254	509964	0	18	4	0	0	4	509964	9.959405e-01	1
PPP1CC	796153	347	50	1115663	279733	0	3	1	0	33	170	20625989	9.959513e-01	1
SACS	180800	625	14	15196180	4098392	0	84	28	0	3	31	5099173	9.959538e-01	1
TMEM30B	351491	448	-11	1118932	360524	0	1	0	0	1	3	974629	9.959552e-01	1
GATM	465759	445	4	1441162	385742	0	9	6	0	5	34	2407852	9.959568e-01	1
SLC11A2	566864	155	40	2102901	613638	0	4	2	0	2	5	1495334	9.959663e-01	1
MTL5	712475	354	47	1720895	471670	0	13	8	0	5	64	4463119	9.959672e-01	1
TMEM110	1107657	264	52	1001715	280200	0	4	3	0	20	73	7678881	9.959673e-01	1
MKNK1	608423	266	25	1600409	425437	0	5	2	0	8	28	4477129	9.959690e-01	1
SH3GL3	179993	757	-3	1206728	300748	0	16	6	0	8	42	2261214	9.959696e-01	1
PRKCDBP	444453	625	-7	814915	294677	0	1	0	0	0	0	294677	9.959724e-01	1
MUC1	1801444	194	32	1047481	183998	0	5	3	0	3	5	672480	9.959757e-01	1
CLEC4D	321790	564	13	760276	175592	0	11	6	0	3	20	794367	9.959759e-01	1
OR4K1	420010	827	-51	1027400	289540	0	47	25	0	1	43	588887	9.959771e-01	1
ARNTL	296688	414	13	2170616	573943	0	8	3	0	13	74	8545633	9.959788e-01	1
FAT2	731456	563	27	14146364	4262776	0	63	28	0	10	59	10046104	9.959818e-01	1
ACAT1	417904	695	19	1451436	411894	0	1	0	0	0	0	411894	9.959847e-01	1
ZNF302	910826	607	-54	1385122	318494	0	2	1	0	6	18	3050444	9.959931e-01	1
NEUROG2	186926	647	22	851808	299814	0	2	0	0	1	15	1554176	9.959952e-01	1
PRR18	199596	556	18	890569	353519	0	1	0	0	11	21	3311964	9.959957e-01	1
GKN2	340835	327	14	638389	167186	0	2	4	0	3	15	1337021	9.959964e-01	1
PSRC1	988224	302	29	1231012	303083	0	2	2	0	28	113	16662093	9.960046e-01	1
IMMT	872251	420	42	2547018	721515	0	7	2	0	1	4	997512	9.960052e-01	1
KRTAP26-1	6302	1011	-69	678084	208749	0	7	4	0	16	53	2708133	9.960281e-01	1
BACH1	315733	289	60	2460623	659404	0	10	6	0	12	33	4951601	9.960310e-01	1
TCTN2	871640	315	40	2384035	644927	0	8	4	0	12	37	6360540	9.960357e-01	1
KRR1	513610	524	-10	1334686	324098	0	4	1	0	1	6	1057288	9.960415e-01	1
GPR157	890298	264	31	1055887	375935	0	3	3	0	8	30	3794842	9.960443e-01	1
GPR162	2822601	232	32	1875005	641191	0	10	7	0	2	9	1235215	9.960468e-01	1
SPCS2	767563	454	24	780824	201277	0	1	1	0	38	210	24654331	9.960543e-01	1
P2RY10	14218	NaN	50	1126404	308220	0	12	13	0	2	25	871422	9.960556e-01	1
MSI1	1597755	182	50	1260900	346047	0	5	5	0	1	7	560867	9.960563e-01	1
EIF4E2	286805	211	36	861148	209216	0	1	2	0	50	166	21880351	9.960581e-01	1
CDO1	384075	759	1	696297	170922	0	7	4	0	1	5	309154	9.960630e-01	1
BIRC3	462955	280	5	2053866	533781	0	10	6	0	31	158	18272309	9.960651e-01	1
APOBEC3C	1386387	372	71	661272	159714	0	3	3	0	23	135	9632809	9.960655e-01	1
GSDMD	2183482	235	37	1599475	495020	0	2	1	0	9	25	6176542	9.960663e-01	1
NIPA1	352778	529	-8	1063359	348849	0	2	3	0	1	3	701901	9.960675e-01	1
TMEM43	312564	463	27	1351498	395549	0	5	5	0	2	5	784093	9.960735e-01	1
PPP3R2	112839	1008	-11	583283	150841	0	14	5	0	7	114	2580175	9.960795e-01	1
HTRA2	1019591	315	50	1448167	520238	0	2	1	0	7	18	3661280	9.960813e-01	1
GSX2	77093	472	20	973695	316626	0	5	7	0	2	7	597760	9.960824e-01	1
GGTLC1	159782	930	-48	755606	222292	0	6	5	0	9	45	2315853	9.960828e-01	1
GAPVD1	954577	218	46	5029590	1370178	0	18	4	0	0	4	1370178	9.960851e-01	1
SFN	1022828	188	30	815382	233967	0	3	3	0	11	60	5865053	9.960961e-01	1
ITGAL	2276763	142	57	3967632	1122201	0	41	20	0	1	20	1300128	9.961006e-01	1
NBAS	186706	1405	10	8082836	2175286	0	35	13	0	8	33	6057924	9.961263e-01	1
EPC1	511962	189	15	2822548	773819	0	6	1	0	0	1	773819	9.961288e-01	1
RBM4B	1432488	187	46	1182911	346981	0	2	1	0	18	82	12064478	9.961320e-01	1
MMP3	468929	506	-21	1627028	435244	0	23	10	0	2	21	1167967	9.961456e-01	1
CLEC12A	305376	565	19	927929	218089	0	1	2	0	3	8	1608348	9.961481e-01	1
ZDHHC24	1343990	194	62	878894	330169	0	1	2	0	21	89	11769801	9.961485e-01	1
SPATA17	87153	966	-21	1272575	307753	0	12	5	0	4	42	2528338	9.961597e-01	1
FAM21A	NaN	NaN	NaN	4597615	1213733	0	11	4	0	1	4	1734905	9.961611e-01	1
KSR1	171783	444	-9	2571302	736459	0	13	8	0	6	37	4263243	9.961650e-01	1
OR4P4	1295	1091	-20	1033938	280200	0	17	4	0	0	4	280200	9.961652e-01	1
OTUD5	834315	NaN	40	1886680	570674	0	3	1	0	2	6	1663454	9.961661e-01	1
TEX19	2598845	179	36	545456	148039	0	9	3	0	0	3	148039	9.961692e-01	1
LTF	266701	565	34	2416258	664541	0	25	13	0	4	28	1630297	9.961714e-01	1
CCDC103	1101543	172	28	796702	241439	0	1	2	0	50	183	22687794	9.961730e-01	1
EIF3K	1496245	363	27	776154	186333	0	3	1	0	4	28	1727433	9.961813e-01	1
DKK4	535273	459	37	753271	212018	0	6	4	0	5	46	3063987	9.961842e-01	1
CDCP2	465615	313	26	1457040	451122	0	12	10	0	4	21	1608348	9.961884e-01	1
TMEM150A	1158965	170	43	900843	275997	0	1	0	0	2	2	566938	9.961925e-01	1
TRHDE	66026	995	-40	3458602	953147	0	82	28	0	3	58	1984283	9.961969e-01	1
BLVRB	1010633	202	34	675282	217155	0	1	1	0	50	194	23748351	9.962012e-01	1
ACSM2B	166410	726	-6	1957664	544522	0	71	23	0	0	23	544522	9.962014e-01	1
SYNJ2	478315	208	44	4987093	1450502	0	31	19	0	5	30	2814142	9.962049e-01	1
WDR34	1891397	197	41	1751717	555730	0	5	1	0	9	31	4963276	9.962055e-01	1
SMEK2	597106	382	25	2917349	744865	0	8	3	0	4	12	2282696	9.962099e-01	1
RGS14	942017	227	53	1875472	586085	0	4	3	0	16	30	6818667	9.962141e-01	1
FAM151A	723136	415	20	1903492	604298	0	15	5	0	1	7	824722	9.962153e-01	1
ZNF707	2198262	229	33	1243154	342778	0	4	1	0	9	47	5202380	9.962219e-01	1
HBB	109545	1056	-1	486147	149907	0	10	8	0	5	43	1031136	9.962224e-01	1
GEMIN8	121538	NaN	35	832661	205480	0	4	2	0	15	89	7591552	9.962247e-01	1
CRMP1	101380	643	14	2335934	684622	0	11	9	0	3	24	2337802	9.962253e-01	1
PJA2	203821	583	15	2426999	603364	0	6	4	0	11	28	4989895	9.962296e-01	1
TTLL3	953772	264	43	2570835	745332	0	8	5	0	23	117	15049542	9.962405e-01	1
CREB1	184506	198	25	1146018	336240	0	1	1	0	16	34	7080187	9.962452e-01	1
RBM33	213580	646	10	3891044	1125937	0	10	4	0	0	4	1125937	9.962465e-01	1
TEX14	735964	268	13	5108046	1340757	0	28	13	0	4	31	3947551	9.962509e-01	1
WDR70	302307	592	15	2280361	573476	0	9	7	0	1	12	1129673	9.962586e-01	1
POU2AF1	238940	567	19	829859	272728	0	8	3	0	0	3	272728	9.962587e-01	1
ACTR3C	NaN	NaN	NaN	731789	194272	0	9	3	0	0	3	194272	9.962592e-01	1
PPP2R3A	181711	590	2	4048890	1043745	0	13	3	0	1	3	1204393	9.962677e-01	1
MTMR11	1115711	451	51	2425598	700033	0	14	11	0	6	25	2929491	9.962696e-01	1
TPRX1	881316	336	39	1259032	481010	0	8	3	0	0	3	481010	9.962729e-01	1
ELF1	291800	476	39	2051064	594024	0	6	1	0	7	19	3625788	9.962757e-01	1
PSMD6	161890	582	19	1333752	347448	0	4	1	0	1	6	668277	9.962777e-01	1
NRG1	28018	952	-32	4007794	1147886	0	30	18	0	3	32	2735219	9.962808e-01	1
PUS1	383304	269	30	1409406	417498	0	4	5	0	4	22	3078464	9.962824e-01	1
PREB	1214097	238	50	1371112	430574	0	2	1	0	5	16	3171397	9.962851e-01	1
ZNF574	886688	438	31	2830954	944741	0	15	6	0	3	16	2602591	9.962854e-01	1
SLC39A10	104678	431	3	2836091	711241	0	18	7	0	10	55	4189924	9.962902e-01	1
